"PC1","PC2","track_id","genre"
0.010623716463857,0.00769291048471931,"TRAAJMH128E0785407","Religious"
0.00559854060223834,0.0147169356843672,"TRAAMKI128F428537A","Country"
0.00866700093094239,0.00299144643796384,"TRABFTP12903CE6A47","Blues"
0.00810487402891997,0.00940044277849883,"TRABGQG128F4275A1E","Latin"
0.00778799168698208,-0.000268108356560028,"TRABMKR128F92CC02B","Blues"
0.0110645961433228,-0.000394430455683129,"TRABZCL128E0789AED","Country"
0.00929087840680478,0.0105496500265523,"TRACDSI128F425C0B4","International"
0.00735843932622208,-0.00123653262304582,"TRACJWY12903CB7DBF","Country"
0.028283845607724,-0.0336115830039467,"TRACLPE128F4287687","Electronic"
0.00549248918839761,0.0114518260930535,"TRACPYD128EF362285","Latin"
0.00788261227011837,0.00182111902219698,"TRACXTK128F92CC024","Blues"
0.0104460592475725,-0.00447482171039607,"TRACYND128F423E23D","Religious"
0.00797771606756647,0.0047172319486143,"TRADCZP128F42282D6","International"
0.00678798152785175,0.0119018180357451,"TRADDFC128F930EDBD","Latin"
0.0530318617753005,-0.0884862538300154,"TRADNOD128F4262F3D","International"
0.00879816189759425,-0.00354633244362238,"TRADNRG128F4295A0E","Country"
0.0131625444864304,-0.00730410090993116,"TRADYJM128F427E05B","Latin"
0.00762818141456969,0.014671468827744,"TRAEBKD12903D00D5C","Country"
0.00886501248804657,0.00950416253480584,"TRAEFOU128F932105B","Latin"
0.00702758211077563,0.00682156656266015,"TRAEFTR128F429A360","Religious"
0.00813097685501493,0.000918855446476758,"TRAEGUL128E078B0C1","Country"
0.00844572192781695,0.00862130033816616,"TRAENGY128F4272846","Country"
0.00625455322053201,0.00082430762871371,"TRAEOUJ128EF352F8B","Country"
0.00935179235254721,-0.00903262716674315,"TRAEVLZ128F932D969","Electronic"
0.0116260788652129,-0.00839777484789857,"TRAEXAN128EF354542","International"
0.00955391248744024,-0.00220328914989496,"TRAEYJG12903C98F15","Electronic"
0.00722086328370264,0.001863938974165,"TRAEYXM12903CF8B86","Latin"
0.00808644957757612,0.00171808649310735,"TRAFDBU128F93095F8","Latin"
0.00940721771472898,0.007448275208474,"TRAFJVT128F4235E2B","Latin"
0.0159786800824625,-0.0103369489788471,"TRAFKHA12903CF0E89","Electronic"
0.00671352400611033,0.00796311863547795,"TRAFLYF128F1477D12","Blues"
0.0553853861497357,-0.0965742871008711,"TRAFLYL128F932DB93","Electronic"
0.0123866611906388,-0.00934927153603706,"TRAFMAA12903CF56C6","Latin"
0.00971692693120886,0.00317198452569605,"TRAGACJ128F427118C","Religious"
0.0142408632779471,-0.00658260146227853,"TRAGFDW128F14682F5","Electronic"
0.0183247885535969,-0.01472635711633,"TRAGGUB128F424FDB4","Electronic"
0.019163812251089,-0.0124965843792484,"TRAGRBP128F422B80A","Electronic"
0.00856161591380977,0.00189937492509143,"TRAGVMH128F14ADF05","Religious"
0.00718872599062702,0.0059120130251362,"TRAGWDA128F1473193","Electronic"
0.0132799945180826,-0.00517058994482805,"TRAHCDJ128F9310F1C","Electronic"
0.00608562018086138,0.00709934409825284,"TRAHCNT128EF360EFD","Latin"
0.00902649536268019,-0.00695460572289213,"TRAHKUS128F425ABD8","Religious"
0.0105857121514093,-0.0025019389063666,"TRAHMQV12903CB2DB7","Religious"
0.0160051800643118,-0.00802846968100657,"TRAHQDQ128F421F629","International"
0.0170874275242324,-0.0161482612231402,"TRAHUGQ128F92FF08F","Electronic"
0.00813186632798726,0.00553132166028181,"TRAHWBI128F4234331","Blues"
0.00728788650214593,0.0198564190831457,"TRAHWMN128F145DB77","Latin"
0.0104481536061181,-0.0123509134155386,"TRAIAFX128F92F7F4C","Electronic"
0.0112487668555905,-0.00652600856571146,"TRAICKK128F421847C","Blues"
0.00647125087203081,0.0046985498716148,"TRAIGTF12903CE60BD","Blues"
0.0110125818160854,0.00686950454452219,"TRAIIJF128F4266603","Latin"
0.00832881874100437,0.00198841186491712,"TRAIJQV128F421B159","Blues"
0.00889389523363597,-0.00156120256354787,"TRAIKFW12903CF26E3","Country"
0.00997486217102379,-0.00243532126913853,"TRAIVMN128F147C5B8","Religious"
0.00880077184211636,0.0109986734376969,"TRAIYYA128F92E5A59","Latin"
0.00544658277090945,0.0156107170311357,"TRAJDTK128F429FFDF","Country"
0.0108879178716412,0.00158287734957451,"TRAJHHE128F146815C","Blues"
0.00483253859306098,0.00911856973050348,"TRAJRZL128F42699D5","Religious"
0.0102282419815633,0.00502179591425371,"TRAJYKE128F92E25D7","Blues"
0.00938564413538415,0.00374795148792233,"TRAJZDD128F425AA57","Religious"
0.00964792106405766,-0.0038441459518385,"TRAKKHN128E07855F9","Religious"
0.00530439190889119,0.00497483233779622,"TRAKMGY128F4269E37","Country"
0.0132287093396426,-0.00311103913835185,"TRAKORU12903CEDC22","Electronic"
0.00714376604121198,-0.000573837879326076,"TRAKPSJ128F146BFC2","International"
0.00651510720305327,0.0166092114084585,"TRALEVU128F4249BEB","Country"
0.00969292170941791,0.00942699443073017,"TRALIEV128F92DE23C","Country"
0.0217148473351747,-0.0204909335276462,"TRALJAH12903CB00F5","Latin"
0.0098483139179978,-0.00706658818077029,"TRALNAU128F9340B60","Latin"
0.0124043984014078,-0.0052781884652252,"TRALPQV128F424F989","Electronic"
0.00934044640190815,-0.00124142960093397,"TRALTKQ128F932DA67","Electronic"
0.00751374978892492,0.0095037861179757,"TRALTZZ12903CB7DD0","Country"
0.00852001474601938,0.00850695972563586,"TRALXRF128F428F160","Religious"
0.00952324911176784,0.000914680073608933,"TRAMFQM128F4276295","Latin"
0.00989579148962841,-0.00215461829167896,"TRAMJTV128F425A5A4","Religious"
0.00653918829027909,0.00936298816641058,"TRAMMAF128F93051B0","Electronic"
0.0101999547831774,0.0166507890922617,"TRAMMTQ12903CA4FE7","Latin"
0.00605663936481698,0.00686936426257197,"TRAMOWI12903CE9331","Blues"
0.00858931132534036,-0.000529853253988204,"TRAMQMX128EF34EF23","International"
0.0113929677746524,-0.00247050919644749,"TRAMSSK128F92FDC80","Electronic"
0.002132616777717,0.0112272596518476,"TRAMSUE128F424B61F","Latin"
0.00790806796695524,0.0121418702697541,"TRAMTXZ12903CEB1A0","Blues"
0.0104687474069009,0.00168326779258762,"TRAMVOM128F42ACB16","Electronic"
0.0101004171742719,0.0114980003985995,"TRANEQC12903D01CE6","International"
0.00990989780733766,0.00180398720790811,"TRANMSK128F4234DD8","Latin"
0.00920656230980457,0.000165971232685452,"TRANREH128F14AE5E5","Religious"
0.00533790320623371,0.00829800836861716,"TRANTCK128F428AC39","Country"
0.00742375472392973,0.000305715693341354,"TRANUUK128E0788284","Latin"
0.0111950462412461,0.00163559048418583,"TRANZIL128F42A2670","Country"
0.00584884783639073,0.00698093831299359,"TRAOPAR128F92EFD17","Country"
0.00916752018790669,0.00365040309939901,"TRAOSLL128F930687E","Religious"
0.00903873877980195,0.0143735125204316,"TRAOTIN12903CBA431","Blues"
0.00914215795332319,0.00725907197189134,"TRAOZSP128F4266331","International"
0.00753062574487276,0.0045186653476448,"TRAPBPL128F423F62D","Country"
0.00898440303701755,0.006151254373551,"TRAPFAQ128F14A050F","Electronic"
0.00752603807120942,0.000833310564778137,"TRAPKIJ128F42ACBC5","Electronic"
0.0109181592215146,0.00830589489659195,"TRAPLGZ128E0795B5C","Latin"
0.0169613990785902,-0.0111515104040354,"TRAPTCZ12903CD4408","Electronic"
0.00488901058832989,0.012560099208698,"TRAQEJH12903CF048F","Religious"
0.0103437663321791,-0.00458388379722899,"TRAQJLD128F9350D44","Religious"
0.0112775274629539,-0.000388099426322942,"TRAQOLQ128EF3531E3","Religious"
0.0102705254881849,0.0175006985519545,"TRAQPWZ128F9333FF8","International"
0.00502948095699489,0.00678622259236574,"TRAQRFD128F9322DE6","Latin"
0.00789518393438183,0.00301285318813414,"TRAQRFN128F93071EA","Religious"
